Model,TBS2104
Firmware Version,v1.26.0

Point Format,Y,,,
Horizontal Units,S,,,
Horizontal Scale,0.01,,,
Sample Interval,8e-06,,,
Filter Frequency,1e+08,,,
Record Length,20000,,,
Gating,0.0% to 100.0%,0.0% to 100.0%,0.0% to 100.0%,0.0% to 100.0%
Probe Attenuation,20,20,10,100
Vertical Units,V,V,A,V
Vertical Offset,0,0,0,0
Vertical Scale,20,20,5,50
Label,,,,
TIME,CH1,CH2,CH3,CH4
5.9536e-02,-6.50391,-0.128906,-10.7227,89.8828
5.9544e-02,-6.83984,-0.121094,-10.7178,90.3223
5.9552e-02,-6.83203,-0.464844,-10.7422,89.1602
5.9560e-02,-6.70703,-0.121094,-10.7578,90.3125
5.9568e-02,-6.26953,-0.15625,-10.6455,90.2344
5.9576e-02,-6.1875,-0.09375,-10.834,90.1953
5.9584e-02,-6.58984,-0.121094,-10.6709,89.2773
5.9592e-02,-6.10547,-0.109375,-10.8213,91.3281
5.9600e-02,-6.05859,-0.121094,-10.7617,90.2734
5.9608e-02,-6.0625,-0.453125,-10.7822,90.1953
5.9616e-02,-5.83594,-0.109375,-10.874,90.4004
5.9624e-02,-5.81641,-0.144531,-10.7803,90.2832
5.9632e-02,-5.35547,-0.535156,-10.6719,90.1562
5.9640e-02,-5.27344,-0.121094,-10.7539,89.2383
5.9648e-02,-5.17578,0.328125,-10.7344,90.1953
5.9656e-02,-5.14453,-0.109375,-10.7842,90.3125
5.9664e-02,-5.12109,-0.53125,-10.7842,90.1562
5.9672e-02,-4.98438,-0.105469,-10.8867,91.1621
5.9680e-02,-4.9375,-0.132812,-10.7793,90.0781
5.9688e-02,-4.875,-0.109375,-10.876,90.1172
5.9696e-02,-4.76172,-0.144531,-10.6738,90.3516
5.9704e-02,-4.73047,-0.132812,-10.6895,90.2637
5.9712e-02,-4.64062,0.207031,-10.7842,90.2344
5.9720e-02,-4.66797,-0.121094,-10.8809,89.3652
5.9728e-02,-4.59766,-0.167969,-10.8027,90.9277
5.9736e-02,-4.12109,-0.144531,-10.8916,90.2734
5.9744e-02,-4.07812,-0.519531,-10.8818,90.2344
5.9752e-02,-4.37891,-0.152344,-10.6689,90.2344
5.9760e-02,-3.92188,-0.144531,-10.8818,90.8203
5.9768e-02,-3.84375,-0.0625,-10.6992,89.1113
5.9776e-02,-3.75391,-0.515625,-10.873,90.293
5.9784e-02,-3.39062,-0.144531,-10.9961,90.3418
5.9792e-02,-3.38281,-0.03125,-10.665,89.3066
5.9800e-02,-3.58203,-0.433594,-10.8047,90.3418
5.9808e-02,-3.50391,-0.488281,-10.8916,90.1562
5.9816e-02,-3.53516,-0.121094,-10.8984,90.2734
5.9824e-02,-3.10156,-0.519531,-10.7773,91.0937
5.9832e-02,-2.92188,-0.179688,-10.7754,90.0391
5.9840e-02,-2.85156,-0.136719,-10.8008,89.375
5.9848e-02,-2.84766,-0.152344,-10.9102,90.3027
5.9856e-02,-2.375,-0.132812,-10.7969,90.3125
5.9864e-02,-2.40234,-0.078125,-10.7959,89.8828
5.9872e-02,-2.62891,-0.0625,-10.7803,90.2637
5.9880e-02,-2.64453,-0.121094,-10.7939,90.332
5.9888e-02,-2.57422,-0.125,-10.7012,90.1953
5.9896e-02,-2.51172,-0.457031,-10.8867,92.041
5.9904e-02,-2.11328,-0.136719,-10.6758,90.2734
5.9912e-02,-2.10547,-0.0625,-10.792,90.0781
5.9920e-02,-1.92188,-0.445312,-10.7861,90.1562
5.9928e-02,-1.84375,-0.148438,-10.792,90.3125
5.9936e-02,-1.83594,-0.132812,-10.9346,90.2344
5.9944e-02,-1.82031,-0.121094,-10.7969,91.1719
5.9952e-02,-1.74609,-0.136719,-10.7783,90.2344
5.9960e-02,-2.02734,0.320312,-10.8037,90.9668
5.9968e-02,-1.66406,-0.113281,-10.8916,90.0781
5.9976e-02,-1.25,-0.0625,-10.7275,91.25
5.9984e-02,-1.12891,-0.113281,-10.9141,90.3125
5.9992e-02,-1.10547,-0.109375,-10.7871,90.1953
6.0000e-02,-1.0625,-0.132812,-10.7998,89.9316
6.0008e-02,-1.07422,-0.546875,-10.8809,89.1504
6.0016e-02,-0.9375,-0.121094,-10.7871,90.1562
6.0024e-02,-0.820312,-0.449219,-10.9033,90.1953
6.0032e-02,-0.808594,-0.519531,-10.7871,90.918
6.0040e-02,-0.753906,-0.113281,-10.9521,90.2734
6.0048e-02,-0.308594,-0.457031,-10.8867,90.3125
6.0056e-02,-0.347656,-0.128906,-10.8896,90.1172
6.0064e-02,-0.191406,-0.171875,-10.9512,89.9609
6.0072e-02,-0.53125,-0.128906,-10.6641,90.3418
6.0080e-02,-0.140625,-0.527344,-10.7881,90.8691
6.0088e-02,-0.394531,0.265625,-10.7656,89.9219
6.0096e-02,-0.078125,-0.121094,-10.79,90.2734
6.0104e-02,0.484375,-0.148438,-10.7725,90.332
6.0112e-02,0.078125,-0.121094,-10.7734,89.2676
6.0120e-02,0.191406,-0.09375,-10.8447,89.9219
6.0128e-02,0.191406,-0.046875,-10.7656,90.2832
6.0136e-02,0.214844,-0.519531,-10.7842,90.2344
6.0144e-02,0.347656,-0.117188,-10.6865,90.1562
6.0152e-02,0.425781,-0.433594,-10.7871,90.3613
6.0160e-02,0.402344,-0.167969,-10.6826,90.1953
6.0168e-02,0.519531,-0.152344,-10.6855,89.2187
6.0176e-02,0.890625,-0.503906,-10.7686,91.0254
6.0184e-02,0.941406,-0.128906,-10.7461,90.1953
6.0192e-02,1.03125,-0.140625,-10.75,90.3027
6.0200e-02,1.14062,-0.078125,-10.6602,90.1953
6.0208e-02,1.17578,-0.539062,-10.834,89.9219
6.0216e-02,1.26562,-0.121094,-10.7539,89.1992
6.0224e-02,1.65625,-0.144531,-10.7695,90.0781
6.0232e-02,1.64844,-0.128906,-10.7715,90.9766
6.0240e-02,1.43359,0.230469,-10.6621,90.3125
6.0248e-02,1.89844,-0.046875,-10.8477,89.1797
6.0256e-02,1.89062,-0.140625,-10.8564,90.2734
6.0264e-02,1.89453,0.28125,-10.6436,90.9766
6.0272e-02,2,-0.136719,-10.7178,89.375
6.0280e-02,2.16406,-0.136719,-10.7539,89.1895
6.0288e-02,2.03125,-0.121094,-10.625,90.2344
6.0296e-02,2.61328,-0.414062,-10.7207,91.3574
6.0304e-02,2.26562,-0.445312,-10.8252,90.0391
6.0312e-02,2.69922,-0.09375,-10.7305,90.2344
6.0320e-02,2.41016,-0.121094,-10.7129,90.9668
6.0328e-02,2.875,-0.132812,-10.7188,90.0781
6.0336e-02,2.89062,-0.128906,-10.6484,89.9219
6.0344e-02,2.53516,-0.496094,-10.9189,90
6.0352e-02,3.0625,-0.136719,-10.625,89.2773
6.0360e-02,3.10938,-0.09375,-10.7197,90.1953
6.0368e-02,3.1875,-0.503906,-10.8115,89.7363
6.0376e-02,3.23438,-0.136719,-10.7705,90
6.0384e-02,3.29688,-0.09375,-10.583,90.1953
6.0392e-02,3.71094,0.214844,-10.7109,90.0781
6.0400e-02,3.39062,-0.125,-10.707,90.0391
6.0408e-02,3.85938,-0.09375,-10.6982,90.2344
6.0416e-02,3.89453,-0.132812,-10.6807,90.3125
6.0424e-02,4.38281,-0.136719,-10.502,90.0391
6.0432e-02,3.75391,-0.140625,-10.4863,89.4336
6.0440e-02,4.1875,-0.0898438,-10.584,91.123
6.0448e-02,4.15625,-0.136719,-10.6006,90.1953
6.0456e-02,4.23047,-0.152344,-10.6055,90.957
6.0464e-02,4.30469,-0.144531,-10.4727,90.0391
6.0472e-02,4.38672,-0.136719,-10.6953,89.9609
6.0480e-02,4.90234,-0.109375,-10.5879,89.2676
6.0488e-02,4.52344,-0.542969,-10.6689,89.082
6.0496e-02,4.90625,-0.582031,-10.5879,90.9668
6.0504e-02,5.04688,-0.121094,-10.6572,90.1953
6.0512e-02,5.03125,-0.460938,-10.6494,90.9277
6.0520e-02,5.19141,0.234375,-10.4414,89.9219
6.0528e-02,5.53125,-0.441406,-10.7715,90.4004
6.0536e-02,5.32422,-0.121094,-10.5537,89.1992
6.0544e-02,5.26172,-0.167969,-10.415,90.2734
6.0552e-02,5.42969,-0.125,-10.5107,90.1562
6.0560e-02,5.41406,-0.132812,-10.5332,90.3125
6.0568e-02,5.49609,-0.125,-10.6133,90.0781
6.0576e-02,5.91016,-0.203125,-10.5205,90.3125
6.0584e-02,5.95312,-0.136719,-10.4287,90.0781
6.0592e-02,6.01562,-0.109375,-10.5264,89.2285
6.0600e-02,6.17969,-0.15625,-10.6152,90.0781
6.0608e-02,6.61328,-0.121094,-10.4453,89.1602
6.0616e-02,6.19141,-0.480469,-10.5283,90.3125
6.0624e-02,6.61719,-0.121094,-10.4111,89.1699
6.0632e-02,6.77734,-0.449219,-10.584,91.084
6.0640e-02,6.45703,-0.046875,-10.6016,90.3418
6.0648e-02,6.49609,-0.09375,-10.4834,89.8047
6.0656e-02,6.89062,-0.164062,-10.5957,90.332
6.0664e-02,6.98438,-0.40625,-10.3096,90.0391
6.0672e-02,6.66797,-0.09375,-10.4844,90.2344
6.0680e-02,7.13281,-0.128906,-10.5,90.0781
6.0688e-02,7.19141,-0.121094,-10.4395,89.9609
6.0696e-02,7.24609,-0.109375,-10.3584,90.9766
6.0704e-02,7.625,-0.09375,-10.5625,90.0391
6.0712e-02,7.34766,-0.121094,-10.4453,91.0254
6.0720e-02,7.76562,-0.152344,-10.3311,90.1562
6.0728e-02,7.875,-0.125,-10.4336,90.1562
6.0736e-02,7.95312,-0.136719,-10.3936,90.0391
6.0744e-02,7.57812,-0.0585938,-10.4355,90.3516
6.0752e-02,7.96875,-0.125,-10.4131,89.8828
6.0760e-02,8.07812,-0.132812,-10.3018,91.0937
6.0768e-02,7.73047,-0.0625,-10.5098,90.1562
6.0776e-02,8.19531,-0.445312,-10.3965,89.1895
6.0784e-02,8.25781,-0.144531,-10.415,90.1172
6.0792e-02,8.25391,-0.105469,-10.4033,90.1172
6.0800e-02,8.34766,-0.121094,-10.2725,90.8203
6.0808e-02,8.42969,-0.121094,-10.2764,90
6.0816e-02,8.41406,-0.09375,-10.3203,90.3418
6.0824e-02,8.48047,-0.480469,-10.2695,90.3516
6.0832e-02,8.89453,-0.160156,-10.2754,90.0391
6.0840e-02,8.89062,-0.078125,-10.2539,90.2734
6.0848e-02,9,-0.132812,-10.1592,90.0781
6.0856e-02,9.10938,-0.144531,-10.2686,90
6.0864e-02,9.14844,-0.128906,-10.3369,90.2344
6.0872e-02,9.20703,-0.507812,-10.3418,90.2734
6.0880e-02,9.15625,-0.480469,-10.3291,90.9473
6.0888e-02,9.63281,-0.152344,-10.2529,89.209
6.0896e-02,9.34375,-0.445312,-10.2383,90.2637
6.0904e-02,9.44141,-0.121094,-10.2266,90.0781
6.0912e-02,9.45312,-0.5,-10.3066,90.1855
6.0920e-02,9.90234,-0.519531,-10.1992,89.9219
6.0928e-02,9.91016,-0.121094,-10.1934,90.1172
6.0936e-02,9.6875,-0.152344,-10.168,90.0391
6.0944e-02,9.64844,-0.0625,-10.2969,90.0391
6.0952e-02,10.168,-0.128906,-10.167,89.2578
6.0960e-02,10.1445,-0.457031,-10.0781,89.1309
6.0968e-02,9.82812,-0.105469,-10.1934,90.0781
6.0976e-02,10.2773,-0.0625,-10.0381,90.332
6.0984e-02,10.3984,-0.121094,-10.1436,90.2344
6.0992e-02,10.3945,-0.121094,-10.2373,90.1953
6.1000e-02,10.8633,-0.078125,-10.1465,90.3125
6.1008e-02,10.8945,-0.132812,-10.1563,89.9219
6.1016e-02,10.8711,-0.121094,-10.125,90.9375
6.1024e-02,10.9375,-0.121094,-10.0273,91.0449
6.1032e-02,11.0156,-0.15625,-10.1455,90.3613
6.1040e-02,11.125,-0.144531,-10.0244,91.2207
6.1048e-02,11.168,-0.09375,-9.98828,91.0449
6.1056e-02,11.6484,-0.0625,-9.93359,90.9473
6.1064e-02,11.3516,-0.109375,-10.0029,90.2734
6.1072e-02,11.2891,-0.480469,-10.0039,90.1172
6.1080e-02,11.3828,-0.144531,-10.0977,90.0781
6.1088e-02,11.457,-0.128906,-9.85449,90.0781
6.1096e-02,11.8945,-0.480469,-9.8877,89.1016
6.1104e-02,11.9023,-0.121094,-9.89844,90.1172
6.1112e-02,11.9844,-0.0625,-9.86523,90.1172
6.1120e-02,11.9844,-0.398438,-10.0469,90.0781
6.1128e-02,12.1484,-0.109375,-9.75098,90.3613
6.1136e-02,12.1094,-0.132812,-9.9209,90.2344
6.1144e-02,12.207,-0.046875,-9.8291,89.209
6.1152e-02,12.2773,-0.136719,-9.99512,90.1172
6.1160e-02,12.3477,-0.433594,-9.89258,90.0781
6.1168e-02,12.4492,-0.140625,-9.77832,89.8047
6.1176e-02,12.4297,-0.109375,-9.80078,89.2969
6.1184e-02,12.9141,-0.0898438,-9.76855,90.0391
6.1192e-02,12.6406,-0.140625,-9.78223,90.3418
6.1200e-02,13.1562,-0.433594,-9.69629,89.1504
6.1208e-02,13.1797,-0.359375,-9.69043,89.1113
6.1216e-02,13.1992,-0.144531,-9.86328,89.2383
6.1224e-02,13.1641,-0.0625,-9.85156,90.2734
6.1232e-02,13.2305,-0.046875,-9.84863,90.1562
6.1240e-02,13.6602,-0.109375,-9.77051,90
6.1248e-02,13.332,-0.140625,-9.64746,90.1953
6.1256e-02,13.418,-0.148438,-9.59961,91.1914
6.1264e-02,13.8828,-0.125,-9.71289,89.8828
6.1272e-02,13.9414,-0.078125,-9.61328,89.3164
6.1280e-02,14,-0.136719,-9.70215,90.0781
6.1288e-02,14.0625,-0.132812,-9.58496,90.2344
6.1296e-02,14.1562,-0.109375,-9.6709,90.0391
6.1304e-02,13.832,-0.121094,-9.46875,90.1172
6.1312e-02,14.2656,-0.121094,-9.49219,90.0781
6.1320e-02,14.3984,-0.144531,-9.63379,90.2344
6.1328e-02,14.3008,-0.109375,-9.56445,90.1172
6.1336e-02,14.4062,-0.078125,-9.57422,89.9609
6.1344e-02,14.4883,-0.125,-9.5332,90.1172
6.1352e-02,14.5664,-0.472656,-9.53418,90
6.1360e-02,14.9531,-0.496094,-9.57324,90.2734
6.1368e-02,15.125,-0.410156,-9.61621,91.1035
6.1376e-02,15.1406,-0.0625,-9.37402,91.0547
6.1384e-02,15.1914,-0.121094,-9.70215,91.0547
6.1392e-02,15.1875,-0.152344,-9.58887,90.2344
6.1400e-02,15.6758,-0.03125,-9.2627,90.2734
6.1408e-02,15.3789,-0.136719,-9.45898,90.1562
6.1416e-02,15.4258,-0.480469,-9.4707,91.1328
6.1424e-02,15.8555,-0.132812,-9.37109,89.8828
6.1432e-02,15.9219,-0.121094,-9.42285,90.2734
6.1440e-02,15.9844,-0.0625,-9.3291,91.0059
6.1448e-02,16.3867,-0.117188,-9.32617,90.3125
6.1456e-02,16.4766,-0.109375,-9.33496,90.0391
6.1464e-02,16.1523,-0.515625,-9.41895,90.0391
6.1472e-02,15.9141,-0.09375,-9.49219,90.0781
6.1480e-02,16.3008,-0.144531,-9.41406,90.1172
6.1488e-02,16.2812,-0.140625,-9.36523,90
6.1496e-02,16.3984,-0.0625,-9.27637,91.0254
6.1504e-02,16.4492,-0.121094,-9.16406,90.0781
6.1512e-02,16.5195,-0.121094,-9.31445,90
6.1520e-02,16.9336,-0.488281,-9.25391,89.1895
6.1528e-02,16.9023,-0.0625,-9.32324,91.0156
6.1536e-02,17.0781,-0.109375,-9.30566,90.2344
6.1544e-02,17.0156,-0.125,-9.2041,89.1504
6.1552e-02,17.125,0.300781,-9.21094,90.1562
6.1560e-02,17.2578,0,-9.28027,90
6.1568e-02,17.2266,-0.0625,-9.17969,91.3281
6.1576e-02,17.3711,-0.433594,-9.17676,90.3613
6.1584e-02,17.3789,-0.441406,-9.19336,90.2344
6.1592e-02,17.418,-0.148438,-9.06055,90.0781
6.1600e-02,17.8125,-0.09375,-9.02734,90.1562
6.1608e-02,17.8906,-0.367188,-9.14746,90.9863
6.1616e-02,17.8828,-0.382812,-9.03418,89.8828
6.1624e-02,17.9258,-0.0625,-9.03027,90.3125
6.1632e-02,18.3867,-0.128906,-9.0957,90.0391
6.1640e-02,18.1406,0.292969,-9.04102,90.2734
6.1648e-02,18.1094,-0.136719,-8.89258,90.3223
6.1656e-02,18.1953,-0.117188,-8.97266,91.0742
6.1664e-02,18.5586,-0.078125,-8.95801,90.0781
6.1672e-02,18.7344,-0.410156,-8.94531,89.8437
6.1680e-02,18.6641,-0.0625,-8.96777,90.2734
6.1688e-02,18.3555,-0.121094,-8.83398,90.0781
6.1696e-02,18.3945,-0.121094,-8.93164,90.0781
6.1704e-02,18.8438,-0.109375,-8.83789,89.0137
6.1712e-02,18.8945,-0.121094,-8.94043,90.2344
6.1720e-02,18.8867,-0.046875,-8.89258,90.2734
6.1728e-02,18.8789,-0.488281,-8.80957,89.9609
6.1736e-02,18.6875,-0.09375,-8.70117,90.7227
6.1744e-02,19.418,-0.121094,-8.80078,91.0547
6.1752e-02,19.1328,-0.136719,-8.95117,90.0391
6.1760e-02,19.5703,-0.078125,-8.64355,90.3125
6.1768e-02,19.6562,-0.0625,-8.75293,90.2734
6.1776e-02,19.2656,-0.109375,-8.82031,90.1172
6.1784e-02,19.6992,-0.144531,-8.73047,89.3262
6.1792e-02,19.4219,-0.109375,-8.67383,90.1953
6.1800e-02,19.4648,-0.03125,-8.71094,90.0781
6.1808e-02,19.4258,-0.0625,-8.69336,90.0391
6.1816e-02,19.4844,-0.109375,-8.68066,90.2344
6.1824e-02,19.6523,0.324219,-8.57422,90.3125
6.1832e-02,19.9219,-0.121094,-8.59082,90.1562
6.1840e-02,20.0938,0,-8.75391,90.1953
6.1848e-02,20.125,-0.472656,-8.44824,90.2734
6.1856e-02,20.5,-0.078125,-8.63281,91.2207
6.1864e-02,20.1953,-0.445312,-8.63379,91.3086
6.1872e-02,20.2109,-0.03125,-8.58691,90.1953
6.1880e-02,20.2891,-0.121094,-8.48828,90.1953
6.1888e-02,20.7695,-0.09375,-8.49609,89.1211
6.1896e-02,20.7773,-0.394531,-8.47656,90.2734
6.1904e-02,20.8828,-0.414062,-8.47266,90.9668
6.1912e-02,20.8477,-0.515625,-8.44824,90.1562
6.1920e-02,20.8867,-0.382812,-8.25684,90.1562
6.1928e-02,20.9219,-0.480469,-8.40332,89.1309
6.1936e-02,21.0781,-0.386719,-8.42578,91.2695
6.1944e-02,21.168,-0.0625,-8.33105,90.1562
6.1952e-02,21.0938,-0.121094,-8.29492,88.2617
6.1960e-02,21.1719,-0.386719,-8.21191,90.9863
6.1968e-02,21.2266,-0.121094,-8.28027,90.1562
6.1976e-02,21.6367,-0.386719,-8.38379,90.0781
6.1984e-02,21.6914,-0.03125,-8.28027,90.2734
6.1992e-02,21.418,0.046875,-8.1543,90.2344
6.2000e-02,21.7617,-0.078125,-8.34277,90
6.2008e-02,21.4492,-0.425781,-8.32422,90.8887
6.2016e-02,21.4922,-0.121094,-8.41211,90.1562
6.2024e-02,21.8789,-0.460938,-8.23047,91.0547
6.2032e-02,21.5195,-0.015625,-8.14746,91.0742
6.2040e-02,22.1406,-0.105469,-8.08691,90.3613
6.2048e-02,22.1562,-0.121094,-8.07031,90.3906
6.2056e-02,22.1289,-0.078125,-8.19922,90
6.2064e-02,22.582,-0.15625,-8.03906,90.0391
6.2072e-02,22.2109,-0.03125,-8.12988,90.3027
6.2080e-02,22.7422,-0.121094,-8.13379,89.9219
6.2088e-02,22.7148,-0.046875,-8.02637,90.1562
6.2096e-02,22.4141,-0.09375,-8.04102,90.9375
6.2104e-02,22.8125,-0.460938,-7.90918,90.1562
6.2112e-02,22.8789,-0.09375,-8.00781,91.0352
6.2120e-02,22.9023,0.046875,-7.84766,89.4922
6.2128e-02,22.8984,-0.136719,-7.87793,89.8828
6.2136e-02,22.8945,0,-8.03125,90.1562
6.2144e-02,23.3867,-0.125,-7.89648,91.0254
6.2152e-02,23.0938,0,-7.90234,91.0547
6.2160e-02,23.1328,-0.128906,-7.89648,89.1406
6.2168e-02,23.5547,-0.121094,-7.87793,91.1914
6.2176e-02,23.2227,-0.132812,-7.99121,91.3477
6.2184e-02,23.2578,-0.121094,-7.78906,90.332
6.2192e-02,23.6367,-0.0625,-7.6416,90.1562
6.2200e-02,23.7852,-0.121094,-7.63184,91.1035
6.2208e-02,23.7109,-0.121094,-7.73047,90.1172
6.2216e-02,23.4492,-0.078125,-7.71387,91.2891
6.2224e-02,23.832,0.375,-7.71484,91.0742
6.2232e-02,23.8516,-0.046875,-7.60645,91.0449
6.2240e-02,23.9531,-0.398438,-7.57617,90.0391
6.2248e-02,24.0312,-0.417969,-7.59082,91.0156
6.2256e-02,24.4961,-0.121094,-7.58496,90.1953
6.2264e-02,24.5586,-0.109375,-7.67773,90.9766
6.2272e-02,24.1523,-0.125,-7.45605,89.9609
6.2280e-02,24.1836,-0.425781,-7.51855,89.248
6.2288e-02,24.6211,-0.109375,-7.42969,90.2344
6.2296e-02,24.3359,-0.046875,-7.42285,90.2734
6.2304e-02,24.2773,-0.078125,-7.46484,91.0547
6.2312e-02,24.4023,-0.109375,-7.46191,90.3809
6.2320e-02,24.7812,0.335938,-7.33887,89.9219
6.2328e-02,24.7969,-0.03125,-7.45508,89.1992
6.2336e-02,24.4414,0.015625,-7.43164,90.2734
6.2344e-02,24.5508,-0.078125,-7.5,90.1562
6.2352e-02,24.8945,-0.046875,-7.43652,90.3125
6.2360e-02,24.6016,-0.09375,-7.29492,90.9473
6.2368e-02,24.6562,0.347656,-7.28809,90.0781
6.2376e-02,25.0625,-0.078125,-7.37207,90.2734
6.2384e-02,25.1484,-0.09375,-7.27832,90.1562
6.2392e-02,25.5703,-0.03125,-7.32031,90.0781
6.2400e-02,25.2656,-0.078125,-7.25,90.3516
6.2408e-02,25.168,0.03125,-7.12598,90.1562
6.2416e-02,25.2188,-0.03125,-7.30566,90.0781
6.2424e-02,25.3906,-0.121094,-6.99316,90.1562
6.2432e-02,25.375,-0.121094,-7.16699,90.1172
6.2440e-02,25.7578,-0.078125,-7.03223,90
6.2448e-02,25.7891,-0.09375,-7.02734,90.1953
6.2456e-02,25.7812,-0.09375,-7.12695,90.0781
6.2464e-02,25.8438,-0.03125,-7.02246,90.2734
6.2472e-02,25.8633,-0.078125,-6.92871,91.1133
6.2480e-02,25.9219,-0.457031,-7.0752,91.25
6.2488e-02,25.6562,0.332031,-7.18457,90.4004
6.2496e-02,26.0625,0.355469,-6.96777,89.8437
6.2504e-02,26.0469,-0.0585938,-6.99219,91.0645
6.2512e-02,26.1523,-0.15625,-7.06055,90.2734
6.2520e-02,26.1445,-0.046875,-6.84668,90.0781
6.2528e-02,26.5039,-0.03125,-7.01367,90.2734
6.2536e-02,26.6484,-0.0625,-6.80371,89.2285
6.2544e-02,26.6328,-0.03125,-6.88672,90.2734
6.2552e-02,26.3477,-0.015625,-6.7832,90.3125
6.2560e-02,26.375,-0.351562,-6.7998,91.1914
6.2568e-02,26.7305,-0.109375,-6.77637,91.0352
6.2576e-02,26.7852,-0.015625,-6.81445,89.9219
6.2584e-02,26.4531,-0.0625,-6.83594,90.1953
6.2592e-02,26.8789,-0.015625,-6.68359,90.0781
6.2600e-02,26.9688,-0.078125,-6.62988,90.3125
6.2608e-02,26.5391,0.03125,-6.77441,91.0156
6.2616e-02,27.0469,-0.433594,-6.59961,89.2285
6.2624e-02,27.1094,-0.105469,-6.57422,90.0781
6.2632e-02,27.1914,0.367188,-6.64453,90.3125
6.2640e-02,27.1445,-0.0625,-6.53906,90.4297
6.2648e-02,27.1406,-0.03125,-6.5498,90.3516
6.2656e-02,27.2461,-0.109375,-6.53125,90.2734
6.2664e-02,27.7109,-0.371094,-6.39355,90.2344
6.2672e-02,27.6914,-0.078125,-6.49609,90.2344
6.2680e-02,27.4492,-0.03125,-6.45508,89.3457
6.2688e-02,27.4727,0.015625,-6.36133,89.2773
6.2696e-02,27.8789,-0.03125,-6.45215,89.2578
6.2704e-02,27.8906,-0.0625,-6.54688,89.1895
6.2712e-02,27.5352,0.046875,-6.33887,90.1562
6.2720e-02,27.9375,-0.03125,-6.38379,90.1562
6.2728e-02,28.125,0,-6.38965,90.3418
6.2736e-02,28.0469,0.03125,-6.19043,90.2344
6.2744e-02,28.1367,0,-6.27539,90.4102
6.2752e-02,28.1797,-0.03125,-6.23828,91.3184
6.2760e-02,28.2656,-0.015625,-6.25879,89.3262
6.2768e-02,28.25,0,-6.10156,90.2344
6.2776e-02,28.3477,-0.078125,-6.27148,89.9219
6.2784e-02,28.8516,-0.105469,-6.19824,91.1523
6.2792e-02,28.8633,-0.078125,-6.06836,90.3125
6.2800e-02,28.8711,-0.015625,-6.08398,89.375
6.2808e-02,28.8945,0.015625,-6.04883,90.2344
6.2816e-02,28.9219,-0.03125,-6.03418,91.084
6.2824e-02,29.0469,-0.0898438,-6.2168,90.3906
6.2832e-02,29.0938,0.015625,-6.01953,91.0156
6.2840e-02,29.1562,-0.078125,-6.00781,90.1953
6.2848e-02,29.2031,-0.046875,-5.97266,91.0645
6.2856e-02,29.1875,-0.0625,-5.98828,91.25
6.2864e-02,29.668,0.109375,-5.96094,90.293
6.2872e-02,29.668,0,-5.74121,90.0391
6.2880e-02,29.7852,-0.015625,-5.91406,91.2695
6.2888e-02,29.8555,0.367188,-5.81543,89.1504
6.2896e-02,29.8672,-0.078125,-5.76855,91.084
6.2904e-02,29.8633,0.046875,-5.66113,90.918
6.2912e-02,30.2773,-0.015625,-5.68457,89.2383
6.2920e-02,30.0156,0.359375,-5.66309,90.3125
6.2928e-02,30.0156,-0.03125,-5.83398,90.3711
6.2936e-02,30.0469,-0.078125,-5.7373,90
6.2944e-02,30.1055,0.046875,-5.77539,90.3125
6.2952e-02,30.1562,0.015625,-5.58105,90.1172
6.2960e-02,30.2383,0.046875,-5.55762,89.9609
6.2968e-02,30.6094,-0.359375,-5.71973,89.1699
6.2976e-02,30.3203,0.015625,-5.63574,90.0391
6.2984e-02,30.8516,-0.0625,-5.60449,90.0781
6.2992e-02,30.4414,-0.121094,-5.54199,90.1562
6.3000e-02,30.4609,0.015625,-5.49609,90.3418
6.3008e-02,31.2461,0,-5.45996,90.3125
6.3016e-02,30.8945,-0.0625,-5.35156,90.1172
6.3024e-02,30.9844,0.015625,-5.4375,89.1992
6.3032e-02,30.9219,-0.015625,-5.30859,90.2734
6.3040e-02,30.9688,0.34375,-5.39453,89.8437
6.3048e-02,31.0938,-0.367188,-5.28906,90.4004
6.3056e-02,31.1719,-0.417969,-5.18164,90.2734
6.3064e-02,31.2383,-0.015625,-5.35742,89.6973
6.3072e-02,31.1836,-0.0625,-5.27051,90.1953
6.3080e-02,31.6133,0.367188,-5.26563,90.2344
6.3088e-02,31.3203,-0.078125,-5.20605,90.1953
6.3096e-02,31.6758,-0.429688,-5.31348,89.2676
6.3104e-02,31.7617,-0.0625,-5.19727,90.3906
6.3112e-02,31.3867,-0.046875,-5.18652,91.0254
6.3120e-02,31.8242,0.308594,-5.03516,89.9219
6.3128e-02,31.832,-0.378906,-5.0498,90.3809
6.3136e-02,31.8789,-0.015625,-5.0293,89.2285
6.3144e-02,31.8945,-0.03125,-5.11035,90
6.3152e-02,31.9219,-0.078125,-5.08984,90.3711
6.3160e-02,31.9531,-0.03125,-4.95801,90.1562
6.3168e-02,31.9688,-0.410156,-4.97266,90.2734
6.3176e-02,32.0625,-0.367188,-4.95313,89.9219
6.3184e-02,32.1406,0.0625,-4.93359,89.2187
6.3192e-02,32.1562,0.015625,-4.82813,90.2734
6.3200e-02,32.1797,-0.0625,-4.82813,90.3613
6.3208e-02,32.5234,-0.125,-4.87793,90.1953
6.3216e-02,32.1914,-0.0625,-4.73047,90.1953
6.3224e-02,32.5781,-0.078125,-4.7832,90.3125
6.3232e-02,32.2422,-0.015625,-4.86719,89.2676
